Molecule ChEMBL ID,Molecular Weight,Smiles,Standard Value,Standard Units,Assay Organism
CHEMBL405575,1207.49,CNC(CC(C)C)C(=O)N[C@@H](CN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1Cc2[nH]c3ccccc3c2C[C@H]1C(=O)NCC(O)CNC(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CN)NC(=O)[C@@H](CC(C)C)NC,16.0,ug.mL-1,Escherichia coli
CHEMBL3039597,1390.73,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,0.6,ug.mL-1,Escherichia coli
CHEMBL463219,262.39,CCCCCCC/C=C\[C@H](O)C#CC#C[C@@H](O)CC,50.0,ug.mL-1,Escherichia coli
CHEMBL3357487,250.29,C=CCOc1cc(O)cc(O)c1C(=O)C(C)CC,3.13,ug.mL-1,Escherichia coli
CHEMBL538886,564.65,CN(C)c1ccc(C2CC(c3cc4ccccc4o3)=NN2C(=O)Cn2c3ccccc3c3nc4ccccc4nc32)cc1,13.5,ug.mL-1,Escherichia coli
CHEMBL440119,374.42,Cc1c(N2CCNC(C)C2)c(F)c2c(c1N)c(=O)c(C(=O)O)cn2C1CC1,0.063,ug.mL-1,Escherichia coli
CHEMBL162736,360.39,C[C@H](N)C1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,0.05,ug.mL-1,Escherichia coli
CHEMBL434744,430.49,C[C@H]1C(c2cn3cnc(C(=O)[C@@H]4CCCN4)c3s2)=C(C(=O)O)N2C(=O)[C@H]([C@@H](C)O)[C@@H]12,0.125,ug.mL-1,Escherichia coli
CHEMBL337566,828.01,CC[C@H]1OC(=O)C[C@H](O)[C@H](C)[C@@H](OC2OC(C)C(O)C(N(C)C)C2O)[C@@H](C/C=C/C(=O)OC)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1COC1OC(C)C(O)C(OC)C1OC,128.0,ug.mL-1,Escherichia coli
CHEMBL2311919,416.46,C[C@@H](O)[C@H](N)C(=O)NS(=O)(=O)c1cccc(-c2ccc3c(N)nc(N)nc3c2)c1,64.0,ug.mL-1,Escherichia coli
CHEMBL2298535,336.4,Cc1cccc2cc3c(nc12)SC(Nc1ccc(F)cc1)=NN=C3,250.0,ug.mL-1,Escherichia coli
CHEMBL30241,421.4,CC(=O)NCC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CCO1,1.56,ug.mL-1,Escherichia coli
CHEMBL36624,498.55,COC(=O)[C@@H]1CSCc2c(O)cc(OC)c(C)c2C(=O)OCC(NC(=O)OC(C)(C)C)C(=O)N1,64.0,ug.mL-1,Escherichia coli
CHEMBL29297,451.38,NCC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4cc(F)cc(F)c4)c3c2F)CCO1,0.39,ug.mL-1,Escherichia coli
CHEMBL2236080,302.4,CCCc1ccc(NC(=S)NC(=O)c2cnn(C)c2)cc1,1000.0,ug.mL-1,Escherichia coli
CHEMBL2236077,288.38,CCc1ccccc1NC(=S)NC(=O)c1cnn(C)c1,1000.0,ug.mL-1,Escherichia coli
CHEMBL3343936,594.62,CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C\c3ccc(-c4cccc(C(=O)O)c4)o3)c(=O)n2C1c1ccc(F)cc1,200000.0,nM,Escherichia coli
CHEMBL282127,393.39,CNCC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CCO1,0.05,ug.mL-1,Escherichia coli
CHEMBL3414746,499.87,Clc1ccccc1-c1nn2c(/C=N/C3CCCCC3)c(-c3ccc(Br)cc3)nc2s1,200.0,ug.mL-1,Escherichia coli
CHEMBL561,351.35,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,0.1,ug.mL-1,Escherichia coli
CHEMBL73955,374.42,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC4(CCN(C)C4)C3)nc21,0.1,ug.mL-1,Escherichia coli
CHEMBL3735754,426.61,COc1ccc(C2SCC(=O)N2c2nc(C34CC5CC(CC(C5)C3)C4)cs2)cc1,3.06,10'-2 umol/ml,Escherichia coli
CHEMBL3735075,456.63,COc1ccc(OC)c(C2SCC(=O)N2c2nc(C34CC5CC(CC(C5)C3)C4)cs2)c1,21.9,10'-2 umol/ml,Escherichia coli
CHEMBL2030350,222.25,NC(=O)c1cnc(OC2CCCC2)nc1N,9400.0,nM,Escherichia coli
CHEMBL4299346,594.66,CNCC1=CC[C@H](N)[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CN)[C@H](O)[C@@H](O)[C@@H]3N)[C@H]2O)O1,8.0,ug.mL-1,Escherichia coli ATCC 25922
CHEMBL323841,203.2,Cn1cnc(-c2ccccc2)c1[N+](=O)[O-],30000.0,nM,Escherichia coli
CHEMBL2031390,570.5,CCCCCCCCCCCCCCCC[n+]1ccc(-c2cc[n+](CC)cc2)cc1.[Br-].[Br-],63000.0,nM,Escherichia coli
CHEMBL564421,2108.45,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)CN)C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N(CCCNC(=N)N)CC(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)O,16000.0,nM,Escherichia coli
CHEMBL276562,301.3,C=C1CCOC2([C@@H](O)[C@@](C)(O)CO)NC(=O)[C@@]1(N)NC2=O,32.0,ug.mL-1,Escherichia coli
CHEMBL312609,492.62,CNC(=O)c1cccnc1SC[C@@H]1C[C@H](SC2=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@H]3[C@H]2C)CN1,0.098,ug.mL-1,Escherichia coli
CHEMBL3422420,502.7,CC(C)=CC[C@@H]1C[C@@]2(CC=C(C)C)C(=O)C3(CC=C(C)C)C[C@]1(C)[C@]2(O)/C(=C(/O)c1ccccc1)C3=O,8.0,ug.mL-1,Escherichia coli
CHEMBL2282181,712.86,CN1CCN(Cc2c([O-])on[n+]2-c2ccc(Cc3ccc(-[n+]4noc([O-])c4CN4CCN(C)C(c5ccccc5)C4)cc3)cc2)CC1c1ccccc1,100.0,ug.mL-1,Escherichia coli
CHEMBL2205974,610.72,COc1ccccc1Oc1c(/C=C2\SC(=S)N([C@@H](Cc3c[nH]c4ccccc34)C(=O)O)C2=O)c(C)nn1-c1ccccc1,64.0,ug.mL-1,Escherichia coli
CHEMBL332942,189.17,O=[N+]([O-])c1[nH]cnc1-c1ccccc1,130000.0,nM,Escherichia coli
CHEMBL79053,451.57,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CSc4ncccc4O)C3)[C@H](C)[C@H]12,0.195,ug.mL-1,Escherichia coli
CHEMBL326805,203.2,Cn1cnc([N+](=O)[O-])c1-c1ccccc1,500000.0,nM,Escherichia coli
CHEMBL3335316,242.41,CCCCCCCCCCCC(=O)NCCN,8.0,ug.mL-1,Escherichia coli
CHEMBL2296012,475.92,O=C(Nc1ccc2ncnc(Sc3nnc(-c4cccnc4)o3)c2c1)Nc1ccccc1Cl,25.0,ug.mL-1,Escherichia coli
CHEMBL4,361.37,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.1,ug.mL-1,Escherichia coli
CHEMBL174,349.41,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,256.0,ug.mL-1,Escherichia coli
CHEMBL2337349,379.41,CC(=O)c1cccc(N[C@H]2[C@H](N)[C@]3(NC(=O)O[C@H]3C)[C@@](C)(O)[C@@]2(O)CO)c1,128.0,ug.mL-1,Escherichia coli
CHEMBL458512,558.63,CC(=O)c1cccc(N[C@H]2[C@H](N)[C@@](NC(=O)N(C)C)([C@H](C)O)[C@@](C)(O)[C@@]2(O)COC(=O)c2c(C)cccc2O)c1,16.0,ug.mL-1,Escherichia coli
CHEMBL2326338,448.34,OCCOc1ccc2sc(CNc3nncc(-c4c(Cl)cccc4Cl)n3)nc2c1,32.0,ug.mL-1,Escherichia coli
CHEMBL1824328,413.5,COc1ccc(C2C3Cc4cc(OC)c(OC)cc4C3=NN2C(N)=S)cc1OC,64.0,ug.mL-1,Escherichia coli
CHEMBL1824327,371.44,COc1cc2c(cc1OC)C1=NN(C(N)=S)C(c3ccc(F)cc3)C1C2,4.0,ug.mL-1,Escherichia coli
CHEMBL2063909,582.63,CCCCCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)OC[C@H]12)c1nsc(N)n1,8.0,ug.mL-1,Escherichia coli
CHEMBL2207274,234.28,COC(=O)c1cccc(-c2csc(N)n2)c1,256.0,ug.mL-1,Escherichia coli
CHEMBL328922,713.55,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CCNC(=O)c3cc(O)c(O)c(Br)c3)CSC12)c1csc(N)n1)C(=O)O,0.008,ug.mL-1,Escherichia coli
CHEMBL515353,494.49,Cc1ccc(-[n+]2noc([O-])c2C(=O)CSc2nnc(Cc3ccc4c(c3)OCO4)c(=O)n2N)cc1,0.25,ug.mL-1,Escherichia coli
CHEMBL869,198.14,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,0.25,ug.mL-1,Escherichia coli
CHEMBL2165057,494.55,COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](OC)C3)c2c1,1.0,ug.mL-1,Escherichia coli
CHEMBL3236537,585.83,CCOC(=O)[C@]12CO[C@H](C(C)(C)C)N1C(=O)/C(=C(/CC13CC4CC(CC(C4)C1)C3)NC(C)CCCN(CC)CC)C2=O,32.0,ug.mL-1,Escherichia coli
CHEMBL2237305,776.32,Cc1cc(=O)oc2cc(Oc3nc(Nc4ccc(N5C(=O)C(CN6CCN(c7ccccn7)CC6)SC5c5ccc(Cl)cc5)cc4)nc(N(C)C)n3)ccc12,50.0,ug.mL-1,Escherichia coli
CHEMBL2165069,469.52,COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4cc5c(cn4)OCCO5)[C@@H](F)C3)c2c1,8.0,ug.mL-1,Escherichia coli
CHEMBL2282528,475.34,Nc1nc(-c2ccc(Nc3cc(=O)oc4ccccc34)cc2)cc(-c2ccc(Cl)cc2Cl)n1,50.0,ug.mL-1,Escherichia coli
CHEMBL2283350,454.46,O=C(CSc1nnc(-c2cc3ccccc3oc2=O)o1)Nc1nc2ccc(F)cc2s1,50.0,ug.mL-1,Escherichia coli
CHEMBL9,319.34,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,50.0,ug.mL-1,Escherichia coli
CHEMBL3596653,495.61,Cc1cccc(-c2n[nH]c(=S)n2/N=C/c2ccc(/C=C3\SC(=S)N(CC(=O)O)C3=O)cc2)c1,128.0,ug.mL-1,Escherichia coli
CHEMBL2238065,367.24,O=c1c2cc(Cl)ccc2nc(-c2ccccc2)n1-c1ccc(Cl)cc1,12.5,ug.mL-1,Escherichia coli
CHEMBL2205971,608.75,Cc1ccc(Oc2c(/C=C3\SC(=S)N([C@@H](Cc4c[nH]c5ccccc45)C(=O)O)C3=O)c(C)nn2-c2ccccc2)c(C)c1,64.0,ug.mL-1,Escherichia coli
CHEMBL3735102,472.52,CCO/N=C1/CN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OC[C@@H]4C)CC1(C)CNC1CC1,128.0,ug.mL-1,Escherichia coli
CHEMBL2392507,383.29,CCC12C=CC(O1)C(C(=O)c1ccccc1)C2c1ccc(Br)cc1,312.0,ug.mL-1,Escherichia coli
CHEMBL2392502,304.39,CCC12C=CC(O1)C(C(=O)c1ccccc1)C2c1ccccc1,312.0,ug.mL-1,Escherichia coli
CHEMBL2260538,326.28,O=C(CC1SC(=O)NC1=O)Nc1nnc(C(F)(F)F)s1,32.0,ug.mL-1,Escherichia coli
CHEMBL9,319.34,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,8.46,ug.mL-1,Escherichia coli
CHEMBL143966,511.65,Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)[C@@H](Nc4cc[n+](Cc5ccccc5)cc4)[C@H]3SC2)s1,0.06,ug.mL-1,Escherichia coli
CHEMBL2260813,387.89,CC1(C)CC(=O)C2=C(C1)NC(=S)NC2c1cc2cc(Cl)ccc2[nH]c1=O,125.0,ug.mL-1,Escherichia coli
CHEMBL9,319.34,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,32.0,ug.mL-1,Escherichia coli
CHEMBL3769464,467.48,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4nc5ccc(F)cc5[nH]4)CC3)cc21,32.0,ug.mL-1,Escherichia coli
CHEMBL3770952,461.5,O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cc4nc5ccccc5[nH]4)CC3)c(F)cc2c1=O,0.5,ug.mL-1,Escherichia coli
CHEMBL341414,372.4,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(CN(C)CC(=O)NCC(N)=O)S[C@H]12,0.5,ug.mL-1,Escherichia coli
CHEMBL1384,484.5,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,32.0,ug.mL-1,Escherichia coli
CHEMBL2205993,592.1,Cc1nn(-c2ccccc2)c(Oc2ccccc2Cl)c1/C=C1\SC(=S)N([C@@H](Cc2ccc(O)cc2)C(=O)O)C1=O,64.0,ug.mL-1,Escherichia coli
CHEMBL532,733.94,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,64.0,ug.mL-1,Escherichia coli
CHEMBL3314526,433.32,CO[C@H]1CN(c2ncc(C(=O)O)s2)CC[C@@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,64.0,ug.mL-1,Escherichia coli
CHEMBL3314584,499.38,CO[C@H]1CN(c2nc(-c3ccn[nH]3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,0.18,ug.mL-1,Escherichia coli
CHEMBL3314586,515.38,CO[C@H]1CN(c2nc(-c3nc(C)no3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,0.5,ug.mL-1,Escherichia coli
CHEMBL2237306,786.87,Cc1cc(=O)oc2cc(Oc3nc(Nc4ccc(N5C(=O)C(CN6CCN(c7ccccn7)CC6)SC5c5ccc([N+](=O)[O-])cc5)cc4)nc(N(C)C)n3)ccc12,100.0,ug.mL-1,Escherichia coli
CHEMBL2237625,759.87,Cc1cc(=O)oc2cc(Oc3nc(Nc4ccc(N5C(=O)C(CN6CCN(c7ccccn7)CC6)SC5c5cccc(F)c5)cc4)nc(N(C)C)n3)ccc12,6.25,ug.mL-1,Escherichia coli
CHEMBL2237624,759.87,Cc1cc(=O)oc2cc(Oc3nc(Nc4ccc(N5C(=O)C(CN6CCN(c7ccccn7)CC6)SC5c5ccc(F)cc5)cc4)nc(N(C)C)n3)ccc12,25.0,ug.mL-1,Escherichia coli
CHEMBL2281712,350.33,O=C(NNC(=O)c1cccc([N+](=O)[O-])c1)c1ccc(-n2cccc2)cc1,16.0,ug.mL-1,Escherichia coli
CHEMBL184618,614.65,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,4400.0,nM,Escherichia coli
CHEMBL2203931,536.6,COc1c(NC(=O)[C@H]2CC[C@H](COc3c(C)cccc3C)CC2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,32.0,ug.mL-1,Escherichia coli
CHEMBL2333729,420.59,CCCCCCCCCCCCOCCCCOC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,62.5,ug.mL-1,Escherichia coli
CHEMBL268869,280.31,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,160000.0,nM,Escherichia coli
CHEMBL3236529,471.64,CCCC(=O)N1CC(=O)/C(=C(\CC23CC4CC(CC(C4)C2)C3)NCCCN2CCOCC2)C1=O,32.0,ug.mL-1,Escherichia coli
CHEMBL3236794,286.38,CCCCCCN/C(=C1/C(=O)CNC1=O)c1ccccc1,32.0,ug.mL-1,Escherichia coli
CHEMBL3236797,384.56,CCCCCCCCCCCCC/C(Nc1ccccc1)=C1\C(=O)CNC1=O,32.0,ug.mL-1,Escherichia coli
CHEMBL2281980,512.37,O=C(CN1CCOCC1)Nc1nc(-c2ccc(F)cc2)cc(-c2cc3cc(Cl)ccc3nc2Cl)n1,25.0,ug.mL-1,Escherichia coli
CHEMBL2347621,366.27,Clc1ccc(-c2nnc(CN3CCc4ccsc4C3)o2)c(Cl)c1,50.0,ug.mL-1,Escherichia coli
CHEMBL94637,197.24,O=C(/C=C/c1ccccc1)c1ccc[nH]1,500.0,ug.mL-1,Escherichia coli
CHEMBL2338005,438.95,CCc1[nH]c2nc(Sc3cnc4nccnc4c3)nc(N3CC4CNC4C3)c2c1Cl,1.0,ug.mL-1,Escherichia coli
CHEMBL2337996,484.97,CCc1[nH]c2nc(Sc3ccc4[nH]cc(C(=O)O)c(=O)c4c3)nc(N3CCC(N)C3)c2c1Cl,64.0,ug.mL-1,Escherichia coli
CHEMBL2337993,440.96,CCc1[nH]c2nc(Sc3ccc4c(c3)C(=O)NC4)nc(N3C[C@H]4[C@H](N)[C@H]4C3)c2c1Cl,4.0,ug.mL-1,Escherichia coli
CHEMBL1088307,364.34,CCOP(=O)(OCC)C(O)c1cc2cccc(CC)c2n2nnnc12,20.0,ug.mL-1,Escherichia coli
CHEMBL212118,419.91,N#CC(CN(Cc1ccccc1)C(=O)Nc1ccc(Cl)cc1)C(O)c1ccccc1,12.5,ug.mL-1,Escherichia coli
CHEMBL589293,244.3,CCC(CC)=NNc1nc2ccccc2[nH]c1=O,31.3,ug.mL-1,Escherichia coli
CHEMBL601835,270.34,CC1CCCC/C1=N\Nc1nc2ccccc2[nH]c1=O,31.3,ug.mL-1,Escherichia coli
CHEMBL4225286,475.64,CCCCCCCCCCn1c(Cn2cnc3c(N4CCOCC4)ncnc32)nc2ccccc21,32.0,ug.mL-1,Escherichia coli
CHEMBL4205179,355.39,Cc1c(-c2ccc3c(c2)cc(CN(C)C)n3C)[nH]c(=O)c(C(=O)O)c1O,0.39,ug.mL-1,Escherichia coli
CHEMBL1088605,305.7,COc1ccc(-c2nnc(-c3ccc(Cl)nc3)o2)c(F)c1,6.0,ug.mL-1,Escherichia coli
CHEMBL4213957,369.42,CCNCc1cc2cc(-c3[nH]c(=O)c(C(=O)O)c(O)c3CC)ccc2n1C,0.1,ug.mL-1,Escherichia coli
CHEMBL3787046,486.98,Fc1ccc(N2N=C(c3ccc(Cl)cc3)CC2c2cc3ccccc3nc2N2CCOCC2)cc1,205000.0,nM,Escherichia coli
CHEMBL2431102,1213.0,NCCCOc1cc(OCCCN)cc(-n2cc(-c3ccc4c(ccc5cc(-c6cn(-c7cc(OCCCN)cc(OCCCN)c7)nn6)ccc54)c3)nn2)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,50.0,ug.mL-1,Escherichia coli
CHEMBL2431736,603.72,N[C@H]1C[C@@H](N)[C@H](OCc2ccc3ccccc3c2)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OCc2ccc3ccccc3c2)[C@H]1N,64.0,ug.mL-1,Escherichia coli
CHEMBL3780220,273.33,O=C1CSC(c2ccc(F)cc2)N1c1ccccc1,30.0,ug.mL-1,Escherichia coli
CHEMBL4581317,469.45,COc1ccc(-c2nc3sccn3c2C(=O)c2cn(-c3ccc(C(F)(F)F)cc3)nn2)cc1,125.0,ug.mL-1,Escherichia coli
CHEMBL2386044,347.37,O=C(O)CNC(=O)c1ccc(NC(=S)Nc2cccc(F)c2)cc1,12.5,ug.mL-1,Escherichia coli
CHEMBL4228247,452.55,CCCCNCc1c2n(c(=O)c3c(OC)c(OC)ccc13)CCc1cc(OC)c(OC)cc1-2,250.0,ug.mL-1,Escherichia coli
CHEMBL224441,191.23,O=C(O)CN1C(=O)CSC1=S,64.0,ug.mL-1,Escherichia coli
CHEMBL996,427.46,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,,,Escherichia coli
CHEMBL4584181,522.57,COc1ccc(-c2cn(-c3ccc4c(=O)n(-c5ccccc5)c(/C=C/c5ccc(C#N)cc5)nc4c3)nn2)cc1,64.0,ug.mL-1,Escherichia coli
CHEMBL996,427.46,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,,,Escherichia coli
CHEMBL1200758,371.39,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],4.0,ug.mL-1,Escherichia coli
CHEMBL4577157,259.31,CC(C)[C@@H]1O/C(=C/C(=O)Cc2ccccc2)NC1=O,2.0,ug.mL-1,Escherichia coli
CHEMBL200328,619.68,CN(C)c1ccc(C(=O)Nc2cc(N(C)C)c3c(c2O)C(O)=C2C(=O)[C@]4(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)C4CC2C3)cc1,32.0,ug.mL-1,Escherichia coli
CHEMBL200328,619.68,CN(C)c1ccc(C(=O)Nc2cc(N(C)C)c3c(c2O)C(O)=C2C(=O)[C@]4(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)C4CC2C3)cc1,32.0,ug.mL-1,Escherichia coli
CHEMBL1089249,1139.5,CCCCCCCCCCCCCC(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,4000.0,nM,Escherichia coli
CHEMBL1082540,328.8,CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)C2c1ccc(Cl)cc1,128.0,ug.mL-1,Escherichia coli
CHEMBL76144,345.21,COC(=O)c1sccc1NC(=O)Nc1ccc(Cl)c(Cl)c1,128.0,ug.mL-1,Escherichia coli
CHEMBL49282,417.39,C[C@@H]1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,0.002,ug.mL-1,Escherichia coli
CHEMBL49282,417.39,C[C@@H]1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,0.39,ug.mL-1,Escherichia coli
CHEMBL4278317,554.6,CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc3ncccc3nc2N2CC3CCC2CN3)cn1,1.1,ug.mL-1,Escherichia coli
CHEMBL15464,349.34,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,0.006,ug.mL-1,Escherichia coli
CHEMBL174,349.41,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,100.0,ug.mL-1,Escherichia coli
CHEMBL239884,399.92,COc1cc(OC)c(C2CCN(C)CC2)cc1C(=O)/C=C/c1ccc(Cl)cc1,100000.0,nM,Escherichia coli
CHEMBL186,480.57,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,0.06,ug.mL-1,Escherichia coli
CHEMBL4461960,374.49,C/C(=N\NC1=NCCN1)c1cnn(-c2ccc(C#CC3CCCC3)cc2)c1C,16.0,ug.mL-1,Escherichia coli
CHEMBL4532252,397.35,O=C(O)CCc1cn(C[C@@H]2CC[C@@H]3CN2C(=O)N3OS(=O)(=O)[O-])nn1.[Na+],256.0,ug.mL-1,Escherichia coli
CHEMBL4583055,362.86,NCC(Nc1n[nH]c2ccc(-c3ccccc3Cl)cc12)c1ccccc1,4.0,ug.mL-1,Escherichia coli
CHEMBL4455744,348.45,C/C(=N\NC(=N)N)c1cnn(-c2ccc(C#CC3CCCC3)cc2)c1C,4.0,ug.mL-1,Escherichia coli
CHEMBL8,331.35,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.025,ug.mL-1,Escherichia coli
CHEMBL1741,747.96,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,16.0,ug.mL-1,Escherichia coli
CHEMBL4532252,397.35,O=C(O)CCc1cn(C[C@@H]2CC[C@@H]3CN2C(=O)N3OS(=O)(=O)[O-])nn1.[Na+],64.0,ug.mL-1,Escherichia coli
CHEMBL4522668,356.5,C/C(=N\NC(=N)N)c1sc(-c2ccc(N3CCCCC3)cc2)nc1C,64.0,ug.mL-1,Escherichia coli
CHEMBL1097633,412.66,Nc1n[nH]c2nc3scc(-c4cc(Cl)cc(Br)c4O)n3c(=O)c12,50.0,ug.mL-1,Escherichia coli
CHEMBL1089417,672.81,CCCCc1nc(Cl)c(C2CC(c3cc(Cl)cc(I)c3O)=NN2c2nc(-c3ccc(Cl)cc3)cs2)[nH]1,25.0,ug.mL-1,Escherichia coli
CHEMBL1088756,686.83,CCCCc1nc(Cl)c(C2CC(c3cc(Cl)c(C)c(I)c3O)=NN2c2nc(-c3ccc(Cl)cc3)cs2)[nH]1,25.0,ug.mL-1,Escherichia coli
CHEMBL1076887,510.6,c1cc(-c2nc3ccccc3c3cc4ccccc4n23)cc(-c2nc3ccccc3c3cc4ccccc4n23)c1,10.0,ug.mL-1,Escherichia coli
